id,value
id_0,23.69278381800381
id_1,63.022492089842416
id_2,24.981659271971168
id_3,31.154509826507564
id_4,8.856625098100363
id_5,23.161075105783485
id_6,41.02287596767473
id_7,17.93345688872308
id_8,54.4378492775163
id_9,27.752909134180186
id_10,36.87921069532315
id_11,55.17433752743064
id_12,38.11624665765076
id_13,28.9968170974221
id_14,32.08653155209085
id_15,12.65006890931465
id_16,54.53250347041039
id_17,23.098727808041886
id_18,12.672437563422415
id_19,14.9698371803989
id_20,18.529971219392614
id_21,32.322415875865566
id_22,38.6106743401847
id_23,12.712361437695263
id_24,60.70773823798375
id_25,41.52420073894766
id_26,22.767735299737243
id_27,9.928905904783639
id_28,30.447530706701844
id_29,31.848053459119967
id_30,12.35924033470847
id_31,10.189737886341296
id_32,14.990984211631087
id_33,9.491593758610197
id_34,16.769426286143034
id_35,45.23313975141427
id_36,23.02448539183916
id_37,28.049052628672698
id_38,12.742610391055273
id_39,56.340251244065485
id_40,41.20306894947285
id_41,28.710811312184937
id_42,51.561802002253366
id_43,20.013052375068913
id_44,37.33125524611309
id_45,50.95572015061016
id_46,55.62653966655437
id_47,42.307703275452404
id_48,47.70315937983392
id_49,30.175420304664613
id_50,32.07844263370172
id_51,21.049546363311297
id_52,43.37618721236334
id_53,23.370189725465227
id_54,34.06446598517866
id_55,40.02593236333783
id_56,23.96133732211791
id_57,21.702822322055482
id_58,38.92419023168278
id_59,37.8515482704861
id_60,8.127517597831073
id_61,35.15802787783392
id_62,31.299691473195068
id_63,44.137611094697235
id_64,47.24951521027615
id_65,26.57124580888855
id_66,36.326140598642695
id_67,50.32850318114455
id_68,27.02535710376815
id_69,38.73646643236701
id_70,59.33269511942545
id_71,58.963163498802444
id_72,36.677369850143734
id_73,15.501645917844403
id_74,13.450910149028164
id_75,35.04300169449438
id_76,61.53945411228301
id_77,4.088826405279592
id_78,43.986346670364775
id_79,40.54386867710355
id_80,10.17951039314216
id_81,19.713620039950918
id_82,4.545156730367655
id_83,35.434050115013285
id_84,6.372382322354684
id_85,8.428877147938623
id_86,16.296278550683123
id_87,12.425031829492442
id_88,22.474774961334298
id_89,18.779581401987265
id_90,33.523438503347336
id_91,11.409908423948318
id_92,16.38802281135113
id_93,13.135814380444506
id_94,34.78711972212366
id_95,16.215869432678048
id_96,14.311537790379376
id_97,8.1964338439807
id_98,10.502414248108774
id_99,10.824858204783224
id_100,7.956127438043108
id_101,21.803333820842614
id_102,10.50715399230283
id_103,12.006125009620552
id_104,13.531186215375216
id_105,29.82230141373808
id_106,21.81007604130744
id_107,10.092847429663808
id_108,22.968069033843896
id_109,18.08294061632727
id_110,9.862745298725223
id_111,11.981343752458132
id_112,17.54819092735334
id_113,19.663643860745577
id_114,19.405678148819344
id_115,18.393191098494672
id_116,11.4907130352475
id_117,37.948566573503015
id_118,20.562212903875416
id_119,3.764133991980151
id_120,-0.09180872769647336
id_121,10.478031943043666
id_122,9.865039063265492
id_123,9.130789401308107
id_124,8.049599438780074
id_125,21.97136877709625
id_126,24.241017488225072
id_127,7.938359113318203
id_128,16.251998190455748
id_129,12.213726408310698
id_130,-0.7118627432805043
id_131,26.93404370899668
id_132,18.78409544795674
id_133,32.561059622379766
id_134,28.29389644014887
id_135,23.536689381914773
id_136,12.402820553189299
id_137,24.511773200653636
id_138,70.52274785105934
id_139,66.52856283508933
id_140,31.145968997128527
id_141,16.19880433825578
id_142,21.9455474498642
id_143,7.370534307547593
id_144,18.36924078403218
id_145,10.77023964564935
id_146,16.090620521647516
id_147,8.671017777411555
id_148,13.624656720721617
id_149,14.171486112517982
id_150,34.00675147987302
id_151,15.933735153170442
id_152,19.814217391429516
id_153,11.13293314756954
id_154,20.50972514774183
id_155,26.402341026559778
id_156,20.62965776050107
id_157,33.226396262524766
id_158,8.54241691620846
id_159,19.439367940624347
id_160,42.50326194756659
id_161,17.79828112140422
id_162,56.98505610262711
id_163,14.25921922661888
id_164,29.195230739029007
id_165,25.63281144257308
id_166,23.23660935865067
id_167,0.9631720691917539
id_168,66.30360648896367
id_169,19.14299457838267
id_170,14.529732374150184
id_171,65.31367530075175
id_172,17.043353004809603
id_173,5.684560334179905
id_174,30.63808596255417
id_175,3.190636688163185
id_176,9.787007271546939
id_177,22.25332494839028
id_178,22.254845815103025
id_179,20.163785162011628
id_180,38.767453472476895
id_181,36.548729193620375
id_182,34.328094312756896
id_183,16.9441245185695
id_184,5.62397537224294
id_185,40.38908717360703
id_186,30.96789430189808
id_187,30.61186905952822
id_188,14.274133465139517
id_189,23.84749285288032
id_190,14.149331700353573
id_191,14.431384793246568
id_192,26.793789848544638
id_193,74.64842004125713
id_194,37.93045531375451
id_195,12.057369452776422
id_196,63.75130361466715
id_197,17.627961754872633
id_198,18.274318031860982
id_199,21.164242421058688
id_200,104.6852119475868
id_201,21.053806990306896
id_202,57.14377112695078
id_203,9.17476557522488
id_204,56.41765953638727
id_205,26.41000199821203
id_206,9.213195999857758
id_207,18.415811624513612
id_208,56.420386271731054
id_209,22.216386353291398
id_210,42.69599139911558
id_211,64.00580681742795
id_212,21.720666399837476
id_213,117.23904133737736
id_214,36.73284924781576
id_215,72.16682222715365
id_216,77.37997546581488
id_217,66.38183835240707
id_218,39.95633127926448
id_219,29.294690922093093
id_220,30.824614442675646
id_221,61.01977102890156
id_222,23.068836484880652
id_223,35.71882050457361
id_224,43.837969433741186
id_225,9.526455887184193
id_226,7.031490163616771
id_227,73.8903308140799
id_228,28.35382774912823
id_229,3.60286390743393
id_230,39.83866146357972
id_231,12.669982144460347
id_232,20.82711955265836
id_233,5.748608957246961
id_234,19.86832827654734
id_235,20.14289093233663
id_236,15.564526473757638
id_237,7.217607901477877
id_238,25.638316526206154
id_239,15.921957977604784
